name,artists,release_date,danceability,energy,valence,acousticness,speechiness,instrumentalness,duration_ms,score,percentile,already_charted_in_tw
Rhythm-A-Ning - Take 2,['Thelonious Monk'],,0.644,0.478,0.7190000000000001,0.209,0.042,0.0892,233067,0.7960754257624649,99.77800411565404,False
Magic,['Randy Muller Boom Chang Bang'],2007-09-19,0.768,0.742,0.848,0.357,0.0818,0.0934,274293,0.7960728744472099,99.77786554144407,False
Upside Down,['JVKE'],2020-08-18,0.88,0.501,0.4589999999999999,0.0494,0.062,0.0695,114500,0.7960644979952559,99.77772696723413,False
Amen's Theme,['The Guild'],2003-01-01,0.6659999999999999,0.327,0.423,0.136,0.115,0.0701,67133,0.7960634913247846,99.77758839302417,False
Wrong Turn On,['Guided By Voices'],2019-02-01,0.499,0.964,0.931,0.00394,0.0352,0.0857,109373,0.7960150900897475,99.77744981881422,False
Jigs: Eavesdropper's/Both Meat & Drink/Off We Go,['Great Big Sea'],,0.545,0.5489999999999999,0.527,0.0184,0.0438,0.0912,181173,0.7959405435739982,99.77731124460428,False
Dry,['Bishmanrock'],2006-08-15,0.7070000000000001,0.373,0.297,0.1889999999999999,0.0391,0.0986,256026,0.7959393563233054,99.77710338328933,False
Dry,['Bishmanrock'],2005-12-09,0.7070000000000001,0.373,0.297,0.1889999999999999,0.0391,0.0986,256026,0.7959393563233054,99.77710338328933,False
Holding Out,['Handsome Jack'],2018-10-19,0.363,0.5379999999999999,0.7959999999999999,0.0333,0.0281,0.0951,212253,0.7958861719214473,99.77689552197441,False
Petit Prince Du Macadam,['Folamour'],2017-11-10,0.655,0.794,0.667,0.0819999999999999,0.25,0.0791,184939,0.7958707507261608,99.77675694776445,False
Melting Inside,['Digital Noise Academy'],2013-06-11,0.6629999999999999,0.8240000000000001,0.8,0.0152,0.07,0.0906,251954,0.795855044999377,99.7766183735545,False
Sun Is In My Heart,['Eddie Herman'],2006-09-22,0.88,0.1669999999999999,0.7390000000000001,0.359,0.09,0.0755,291600,0.7958341569225348,99.77647979934454,False
"Wishing (Will Make It So) (From ""Love Affair"") - 1991 Remastered",['Glenn Miller'],1991-09-24,0.624,0.179,0.7,0.868,0.031,0.0953,169307,0.7958305944497952,99.77634122513459,False
A Gatas - Remix,['Gloria Trevi'],1999-12-09,0.715,0.915,0.905,0.000147,0.168,0.0833,271573,0.7958299631455341,99.77620265092465,False
Summer's Over,['Alex Arrowsmith'],2009-09-09,0.604,0.357,0.521,0.887,0.175,0.0969999999999999,143760,0.795811751514979,99.77606407671469,False
Infectious Sharps Only,['Wingtip Sloat'],2007-07-03,0.321,0.557,0.631,0.000204,0.0392,0.0973,172107,0.7958086410578186,99.77592550250472,False
apøcaholics anonymøus (main theme in B minor),['Enter Shikari'],2020-04-17,0.732,0.501,0.598,0.0021899999999999,0.0948,0.0667,96812,0.7958009504729004,99.77578692829478,False
Think You'd Agree,['Johnny Clueless'],2004-11-23,0.648,0.6829999999999999,0.624,5.870000000000001e-05,0.0638,0.0854,180133,0.7957586757230297,99.77564835408482,False
Horror Movie Rap,['Ganksta Nip'],1992-02-26,0.777,0.37,0.515,0.254,0.256,0.0732,215107,0.7957528061055101,99.77550977987487,False
Mary Anne with the Shaky Hand,['Yo La Tengo'],,0.7020000000000001,0.312,0.688,0.732,0.0398,0.0881,135493,0.795737174238428,99.77537120566491,False
Elviran,['Fatang'],2004-04-20,0.425,0.555,0.8490000000000001,0.00899,0.0347,0.0839,153280,0.7957342553161553,99.77523263145495,False
Coolin',['2 LIVE CREW'],1989-03-20,0.603,0.527,0.524,0.00156,0.414,0.0779,302867,0.7957243878983684,99.77509405724501,False
Doktor,['Die Prinzen'],2001-09-28,0.815,0.442,0.6409999999999999,0.0504,0.236,0.0732,300160,0.7957209572697609,99.77495548303506,False
We Can Freak,['Body Language'],2020-10-09,0.8009999999999999,0.968,0.928,0.034,0.106,0.0941,364972,0.7957121969918256,99.7748169088251,False
Wake Me Up,['Hillside Fire'],2009-01-01,0.466,0.943,0.914,0.0002569999999999,0.0381,0.0898,139827,0.7956932402296691,99.77467833461515,False
Pulling Teeth,['Green Day'],1994-02-01,0.531,0.872,0.877,0.00171,0.0492,0.0863,150827,0.7956680725454429,99.77453976040519,False
terra nullius,['Didjworks'],1996-01-01,0.841,0.428,0.335,0.0391,0.397,0.0771,353733,0.7956635730909614,99.77440118619523,False
Fly Like An Eagle,['Virgin Magnetic Material'],2014-08-30,0.747,0.439,0.662,0.139,0.0386,0.0963,365401,0.7956572399541795,99.77426261198529,False
That's What's Happenin' tonight,['Mocean Worker'],2008-01-29,0.758,0.952,0.612,0.0228,0.1009999999999999,0.0905,212532,0.7956491633206156,99.77412403777532,False
Scorpion Pit,['Protostar'],2013-06-10,0.544,0.8140000000000001,0.4529999999999999,0.000389,0.179,0.0945,195053,0.7956422977450149,99.7739161764604,False
Scorpion Pit,['Protostar'],2013-07-02,0.544,0.8140000000000001,0.4529999999999999,0.000389,0.179,0.0945,195053,0.7956422977450149,99.7739161764604,False
Riddance,['Look Left'],2012-08-17,0.674,0.529,0.7979999999999999,0.0255,0.0273,0.0786,199147,0.795600001222389,99.77370831514547,False
Casey Jones,['David West'],,0.7070000000000001,0.647,0.945,0.495,0.0317,0.0948,252240,0.7955713501810067,99.77356974093551,False
The Secret Society of Women,['Ned Doheny'],,0.677,0.83,0.764,0.0279,0.0684,0.0946,281587,0.7955270391787197,99.77343116672556,False
The answer is yes - Maxi Version,['Justus Köhncke'],2004-04-13,0.643,0.527,0.6629999999999999,0.0255,0.0351,0.0901,261040,0.795522189289369,99.7732925925156,False
Passengers,['The Zincs'],2005-04-12,0.731,0.332,0.302,0.4970000000000001,0.0363,0.0985,189853,0.7955004707160073,99.77315401830566,False
Opus Number Zoo: Barn Dance,"['Luciano Berio', 'The Galliard Ensemble']",,0.659,0.217,0.4029999999999999,0.986,0.0501,0.0965,68107,0.7954681867037326,99.7730154440957,False
New Knife in Town,['Full Toilet'],2016-08-09,0.4320000000000001,0.981,0.309,0.00147,0.182,0.0928,31445,0.7954457550647076,99.77287686988574,False
True Confession,['Bob Marley & The Wailers'],,0.8540000000000001,0.37,0.973,0.188,0.0518,0.0596,165493,0.7954244781770033,99.7727382956758,False
"“philly"" Twist",['Tom Browne'],2003-04-22,0.57,0.491,0.607,0.262,0.048,0.0984,240867,0.7954132569806057,99.77259972146584,False
Jealous Girls,['Gossip'],2005-10-11,0.536,0.833,0.914,0.0078,0.0422,0.0911,219920,0.7954011107783393,99.77246114725588,False
Step Into My Head,['Sleeping Flies'],2003-11-22,0.6970000000000001,0.789,0.376,0.00316,0.136,0.0941,220120,0.7953968087644326,99.77232257304594,False
Sweet Jane,['Cowboy Junkies'],1988-11-01,0.604,0.204,0.805,0.359,0.0316,0.0829,214973,0.7953820447776294,99.77218399883597,False
Crazy Cool Christmas,['Kermit Ruffins'],2009-11-10,0.7959999999999999,0.426,0.625,0.525,0.0527,0.0991,303973,0.7953648528074092,99.77204542462601,False
Carolina Blue,"['Lorraine Jordan', 'Carolina Road']",2010-04-13,0.617,0.609,0.8759999999999999,0.5589999999999999,0.0304,0.0942,174933,0.7953519765302222,99.77190685041607,False
My Louisiana,"['The Masters', 'Eddie Adcock', 'Josh Graves', 'Jesse McReynolds', 'Kenny Baker']",,0.537,0.3329999999999999,0.778,0.759,0.0294,0.0987,174667,0.7953457917590453,99.77176827620612,False
Worry About Yourself,"['Traitors', 'Matt Skiba', 'Todd Pot']",,0.583,0.953,0.848,0.0002839999999999,0.0598,0.0835,121493,0.7953120746140934,99.77162970199616,False
Fool for the City (Single Version),['Foghat'],2019-08-23,0.491,0.932,0.821,0.0023899999999999,0.0545,0.0972,208973,0.7953043910882035,99.7714911277862,False
Rock People,['Lonnie Mack'],1986-07-01,0.7909999999999999,0.539,0.932,0.0111,0.0281,0.072,234160,0.7953011483400471,99.77135255357625,False
The Show,['Lo Tom'],2020-09-11,0.635,0.818,0.546,0.000589,0.0337,0.0887,125346,0.7952969596172071,99.77121397936631,False
Just Like Heaven - Elysian Radio Mix,['Charlotte Summer'],2007-01-05,0.655,0.877,0.958,0.00437,0.0646,0.0845,225053,0.7952951969240932,99.77107540515635,False
Sundown,['Mac Wiseman'],2002-11-26,0.659,0.693,0.965,0.629,0.0299,0.0923,158427,0.7952794461757416,99.77093683094638,False
10 вечеров (Disco Pop Mix),['Kristina Orbakaitė'],2001-01-01,0.789,0.89,0.963,0.0073599999999999,0.0293,0.0768,187107,0.7952762704681399,99.77079825673644,False
East,['Stavros Pazarentzis'],2016-12-30,0.557,0.804,0.87,0.304,0.0411,0.0983,208667,0.7952734056631994,99.77065968252649,False
Jolly Ol' Spekkio,['The Blake Robinson Synthetic Orchestra'],2013-09-24,0.562,0.273,0.288,0.033,0.0409,0.0843,123466,0.7952360794483764,99.77052110831653,False
The Winter Masque Music,['Michael Moorcock & the Deep Fix'],2008-12-04,0.4629999999999999,0.491,0.86,0.911,0.0565,0.0971,74760,0.7952281597588002,99.77038253410657,False
Momentary,['Moon Theory'],2001-01-01,0.56,0.557,0.534,0.21,0.11,0.0983,244000,0.7952113863235711,99.77024395989662,False
All You Want To Do Is Dance,"['Tommy Dorsey', 'Clambake Seven']",2007-05-30,0.7190000000000001,0.4370000000000001,0.7979999999999999,0.8059999999999999,0.0471,0.0916,160867,0.7952062804645433,99.77010538568666,False
And I Love Him,['Benjamin Gibbard'],2018-04-05,0.705,0.643,0.7390000000000001,0.0672,0.0348,0.0795,162933,0.795198617558565,99.76996681147672,False
Bingo,['Paul White'],2010-06-08,0.499,0.672,0.614,0.0452,0.0522,0.081,49533,0.79519215085178,99.76982823726676,False
Top Ticket,['P.E.'],2020-03-06,0.6859999999999999,0.7929999999999999,0.562,0.027,0.126,0.0862,183360,0.7951821016123533,99.76968966305681,False
Mad Dog,"['The Gaddabouts', 'Edie Brickell', 'Steve Gadd', 'Andy Fairweather Low']",2012-08-15,0.743,0.314,0.878,0.7709999999999999,0.0437,0.0854,181693,0.7951775151570011,99.76955108884685,False
Catfish Blues - Remastered,['B.B. King'],2017-09-15,0.4539999999999999,0.544,0.3670000000000001,0.0575,0.128,0.0929,146438,0.7951669852132479,99.7694125146369,False
You Turn The Screws,['Cake'],1998-02-05,0.6709999999999999,0.581,0.802,0.0147,0.035,0.0834,240693,0.7951607970642893,99.76927394042696,False
Riviera Rendezvous,['Ursula 1000'],2002-03-25,0.8490000000000001,0.9,0.8909999999999999,0.157,0.0389,0.0918,300200,0.7951376422248462,99.769135366217,False
Watching the World,['Kevin Martin'],2017-05-16,0.496,0.787,0.86,4.86e-06,0.0695,0.0863,169327,0.7951285688860663,99.76899679200703,False
Fashion,['Wunmi'],2016-11-18,0.8140000000000001,0.8909999999999999,0.961,0.435,0.0573,0.0943,263131,0.7951248175703564,99.76885821779709,False
Software,['Nick Lutsko'],2019-10-25,0.72,0.574,0.424,0.244,0.0674,0.0996,256288,0.795123019941747,99.76871964358713,False
Give It Up (feat. Lil' Kim),"['SWV', ""Lil' Kim""]",1997-07-29,0.708,0.649,0.769,0.0219,0.0349,0.089,280467,0.7951220991264369,99.76858106937718,False
Guilty,['Classix Nouveaux'],2019-08-23,0.6679999999999999,0.792,0.654,0.0155,0.0608,0.0891,199573,0.7951176009270461,99.76844249516722,False
So Far So Good (MK Larada Remix),['Sims'],2015-06-30,0.5870000000000001,0.4629999999999999,0.349,0.073,0.318,0.0814,218747,0.7951144561315234,99.76830392095727,False
Se Nur,"['John Gzowski', 'Maza Mezé']",2008-01-01,0.679,0.657,0.589,0.208,0.0457,0.0984,251573,0.7951087588218776,99.76816534674732,False
God Rest Ye Merry Gentlemen,['Greenwood Tree'],,0.452,0.2339999999999999,0.68,0.738,0.0352,0.0992,148867,0.7951074955759065,99.76802677253737,False
Do You Dare,"[""Alexander O'Neal""]",2013-12-03,0.81,0.691,0.774,0.1119999999999999,0.0942,0.0929,364139,0.7950221575771735,99.76788819832741,False
A Christmas Childhood,['Johnny Cunningham & Susan McKeown with Aidan Brennan'],2009-12-13,0.732,0.248,0.857,0.00266,0.946,1.45e-06,91867,0.7949951248096556,99.76774962411746,False
Staab,['Endation'],2012-10-06,0.8140000000000001,0.591,0.966,4.14e-05,0.048,0.0583,119987,0.7949944295570078,99.7676110499075,False
My Sister's Cute,['Tim and Eric'],2008-05-06,0.951,0.52,0.878,0.0147,0.0828,0.0436,46440,0.7949730575884771,99.76747247569755,False
Beating Round the Bush,['Müd'],,0.624,0.8,0.944,0.71,0.15,0.0987,214232,0.7949693238628801,99.7673339014876,False
My Little Needle,['Alkaline Trio'],,0.4629999999999999,0.914,0.716,9.17e-05,0.0586,0.0981,180920,0.7949687161436179,99.76719532727763,False
(Celebrate) The Day After You - Unity Mix,['The Blow Monkeys'],,0.7609999999999999,0.8909999999999999,0.962,0.00705,0.0514,0.0969999999999999,388840,0.7949527263771735,99.76705675306768,False
What A Man!,['The University Six'],2007-02-27,0.872,0.384,0.782,0.994,0.0633,0.0883,165267,0.7949469046496775,99.76691817885774,False
Dirty Deeds,['Santa Claws and the Naughty But Nice Orchestra'],2007-10-23,0.7809999999999999,0.6629999999999999,0.564,0.114,0.0268,0.088,203067,0.7949263427109279,99.76677960464778,False
Bad Dictator,['The Impossible Shapes'],,0.532,0.6890000000000001,0.8420000000000001,0.000455,0.0351,0.0802,129840,0.7949189209901518,99.76664103043782,False
West Country Dream,['The Mountain Goats'],1997-06-05,0.489,0.513,0.79,0.6709999999999999,0.108,0.0935,123747,0.7949042191552347,99.76650245622787,False
Dancing Out of the Dark,['Lacy James'],2013-02-12,0.688,0.7240000000000001,0.588,0.0454,0.0366,0.0985,279707,0.7948887432445195,99.76636388201791,False
Egoísta,['Pako Villasana'],2020-02-24,0.674,0.452,0.58,0.0409999999999999,0.283,0.0696,209746,0.7948870096546455,99.76622530780797,False
Take a Look At Yourself,['James Kinds'],2010-10-19,0.564,0.52,0.544,0.066,0.054,0.0947,235627,0.7948731171482029,99.76608673359802,False
"Romeo and Juliet, Op. 64 (narrated): Gavotte","['June Whitfield', 'Ukraine National Symphony Orchestra']",2004-11-01,0.601,0.051,0.3229999999999999,0.93,0.405,0.0813,139720,0.7948700172746188,99.76594815938805,False
Walkin' the Road,['Water Tower Bucket Boys'],2011-06-22,0.6,0.765,0.856,0.0785,0.035,0.0829,147173,0.7948657237030237,99.7658095851781,False
Naked & Warm,['Bill Withers'],1976-11-06,0.6629999999999999,0.508,0.923,0.357,0.0361,0.0981,345680,0.7948477683401753,99.76567101096815,False
Church in Da Bando,['Mouke Bando'],2020-11-13,0.609,0.664,0.262,0.0155,0.206,0.0822,101208,0.7948226245927315,99.76553243675819,False
True Opera,"['Moor Jewelry', 'Moor Mother', 'Mental Jewelry']",2020-04-20,0.4,0.797,0.8029999999999999,0.00992,0.141,0.0854,134396,0.7948028983548987,99.76539386254825,False
Rude Boy Hooligan (Feat. The Upsessions),['Dub City Rockers'],2011-10-31,0.746,0.7240000000000001,0.979,0.38,0.142,0.0825,237133,0.7947948437173374,99.76525528833828,False
The Crawl,['Johnny Winter'],,0.397,0.928,0.6940000000000001,0.119,0.0692,0.0995,124800,0.7947880049767119,99.76511671412834,False
Between Heaven and Hell,['Ulrich Ellison and Tribe'],2017-04-19,0.674,0.602,0.813,0.0431,0.0267,0.0904,297455,0.7947748211818073,99.76497813991838,False
Sylvan,['Kupla'],2020-07-31,0.703,0.201,0.18,0.5579999999999999,0.1159999999999999,0.0916,140000,0.794734574139536,99.76483956570843,False
Skalloween,"[""Hurtin' Buckaroos""]",2006-01-01,0.647,0.916,0.8590000000000001,0.13,0.0627,0.0898,194760,0.7947204983295095,99.76470099149847,False
Hey Baby!,"['Andre Williams', 'The Sadies']",2012-05-15,0.467,0.608,0.962,0.353,0.0279999999999999,0.0851,104613,0.794714742320199,99.76456241728852,False
Maylean,['Sayonara Ponytail'],2019-12-13,0.802,0.764,0.802,0.282,0.0645,0.0917,269580,0.7947078062423365,99.76442384307856,False
Song of Joy,['Erutan'],2013-02-08,0.6890000000000001,0.252,0.545,0.852,0.0319,0.0992,176483,0.7946774847138217,99.76428526886862,False
San Andres,['Tone'],1992-07-26,0.86,0.745,0.935,0.792,0.209,0.0829,191947,0.7946758168566858,99.76414669465866,False
Systems Down,['AC/DC'],2020-11-13,0.649,0.8490000000000001,0.8640000000000001,1.9e-05,0.0326,0.0852,192640,0.7946716276985515,99.7640081204487,False
Believe in the Lord Jesus (Instrumental Version),['The Harrow Family'],2001-12-04,0.568,0.472,0.965,0.0336,0.0441,0.0608,55293,0.7946570227241087,99.76386954623875,False
Unas Flores,['Frank Corrales'],2014-09-16,0.7559999999999999,0.38,0.867,0.2019999999999999,0.031,0.0696,169295,0.7946459332237277,99.7637309720288,False
Maria Luisa,['Los Caballeros'],2006-03-07,0.615,0.396,0.597,0.858,0.0449,0.099,119467,0.7946295523982478,99.76359239781884,False
Drugz Bullsh--in',['Poison Clan'],1992-03-18,0.758,0.3829999999999999,0.965,0.268,0.935,0.0,15360,0.7946096199386998,99.76345382360888,False
Just a Little Squeeze,['Ryan Harris & Co'],2012-04-23,0.7559999999999999,0.562,0.562,0.0903,0.111,0.0944,342293,0.7946079577287904,99.76331524939893,False
Just Lucky I Guess,['Delta Moon'],2017-03-17,0.738,0.4970000000000001,0.63,0.53,0.0285,0.0964,218080,0.7945980862552355,99.76317667518899,False
"You're My Heart, You're My Soul - Extended Version",['Modern Talking'],,0.8440000000000001,0.605,0.8420000000000001,0.0314,0.0617,0.0828,333947,0.7945980382776088,99.76303810097903,False
There's Something In The Air,['Modern Talking'],2001-03-13,0.5770000000000001,1.0,0.861,0.0291,0.0475,0.0939,199693,0.7945941991922869,99.76289952676908,False
English Summer - 2018 Remastered,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1981-10-16,0.647,0.7509999999999999,0.852,0.00892,0.0346,0.0878,242213,0.7945751972889967,99.76276095255912,False
Mi Hamaca es de Pura Seda,"['Mario Quiroz', 'Óscar Chávez', 'Carlos Jaso', 'Ruben Lopez']",1968-01-01,0.675,0.154,0.524,0.972,0.0639,0.0902,86960,0.794570241156703,99.76262237834916,False
"Pieces de clavecin, Book 1, Suite No. 4: I. Gavotte","['Pierre Fevrier', 'Charlotte Mattax Moersch']",2010-09-27,0.405,0.24,0.6970000000000001,0.8029999999999999,0.0366,0.0979,101787,0.7945644573900504,99.76248380413921,False
Life's Railway To Heaven,['Nashville Fiddles'],,0.377,0.345,0.6659999999999999,0.236,0.0283,0.0954,184187,0.7945536397570576,99.76234522992927,False
A Jealous Thing Called Love,['Thomas Dolby'],2011-10-25,0.8009999999999999,0.361,0.368,0.23,0.0439,0.093,267333,0.7945450654248186,99.7622066557193,False
Regicide,['Matmos'],2003-09-22,0.5720000000000001,0.758,0.366,0.00397,0.0434,0.0991,167373,0.7945442702321913,99.76206808150934,False
Losercore,['Sentridoh'],,0.763,0.359,0.7190000000000001,0.797,0.0792,0.0853,140880,0.7945300628043556,99.7619295072994,False
Wish I'd Kept a Scrap Book,['Tullycraft'],,0.6609999999999999,0.519,0.82,0.0263,0.027,0.0782,203533,0.7945098655756508,99.76179093308944,False
Panda,['Richard Cheese'],2017-10-16,0.913,0.355,0.57,0.7170000000000001,0.0294,0.078,85704,0.7945095265539528,99.76165235887949,False
Love You For A Day,['Ricky Martin'],,0.6629999999999999,0.964,0.856,0.0017399999999999,0.0366,0.0913,225133,0.7945083145465088,99.76151378466953,False
"""Old Voices"" - Mark Twain monologue",['Kevin Conway'],2001-10-05,0.6890000000000001,0.0491,0.7709999999999999,0.17,0.917,0.0,40027,0.794507724945769,99.76137521045958,False
Get the Family Together,"[""The Reverend Peyton's Big Damn Band""]",2018-10-05,0.4370000000000001,0.81,0.804,0.0803,0.0603,0.094,167205,0.7945041107643706,99.76123663624963,False
Home by Saturday,['Hayden'],2004-01-01,0.551,0.496,0.4970000000000001,0.16,0.0243,0.0964,195280,0.7944858702675756,99.76109806203968,False
Veronica's House of Tarot,['Psychic Mirrors'],2016-04-12,0.866,0.4629999999999999,0.6509999999999999,0.87,0.0373,0.0836,72907,0.7944804327029314,99.76095948782971,False
IN PLACE 그자리 그대로,['Yaeji'],2020-04-02,0.701,0.268,0.415,0.253,0.2019999999999999,0.072,140746,0.7944460958069586,99.76082091361977,False
Saucy,['Peacherine Ragtime Society Orchestra'],2015-08-09,0.698,0.4529999999999999,0.964,0.785,0.0443,0.0802,94302,0.7944394047959662,99.76068233940981,False
Cheaters,['J Paul Getto'],2014-07-24,0.959,0.7859999999999999,0.695,0.00114,0.335,0.072,346667,0.794424020708302,99.76054376519986,False
Sex & Death,['Society Gone Madd!'],,0.4529999999999999,0.963,0.258,3.93e-06,0.0923,0.0981,35613,0.7944034695710169,99.76040519098991,False
Maa ei Kerro,['Värttinä'],1998-08-10,0.732,0.789,0.726,0.0969,0.0323,0.0856,181227,0.7944026178256047,99.76026661677994,False
New Shoes,['Guy Davis'],1996-10-23,0.701,0.805,0.823,0.2689999999999999,0.34,0.0763,229493,0.7943547705402595,99.76012804256999,False
Let's All Go Down To the River,['The Stonemans'],2008-04-08,0.46,0.685,0.799,0.00967,0.0296,0.0839,117067,0.7943391272845705,99.75998946836005,False
Anatas Al Viento,['Los Caballeros'],2006-03-07,0.6759999999999999,0.516,0.882,0.7859999999999999,0.305,0.076,148733,0.7943309170917691,99.75985089415009,False
Eros,['Soul G and Tony Match'],2005-09-23,0.851,0.8270000000000001,0.962,0.344,0.1169999999999999,0.0826,248547,0.7943112224660882,99.75971231994014,False
Settembre,['Fatb'],2020-05-30,0.53,0.276,0.3720000000000001,0.0724,0.302,0.0689,126000,0.7943012114403458,99.75957374573018,False
No Deliverance,['Toadies'],,0.584,0.7290000000000001,0.669,0.0018899999999999,0.0498,0.093,224267,0.7943002913918668,99.75943517152022,False
Rant 2,['Emilie Autumn'],2008-01-01,0.754,0.0538,0.78,0.249,0.934,0.0,59480,0.7942609337387995,99.75929659731028,False
Squeaky P,['Mark Growden'],1999-01-01,0.8270000000000001,0.305,0.4679999999999999,0.193,0.218,0.0791,303760,0.7942577457461201,99.75915802310033,False
Turkey Gobbler,"['Erynn Marshall', 'Carl Jones']",2015-03-01,0.6579999999999999,0.452,0.7190000000000001,0.628,0.0392,0.092,158339,0.7942406484953201,99.75901944889036,False
Manilha,['Márcia'],2018-10-12,0.89,0.253,0.485,0.35,0.126,0.0692,156120,0.7942241419896687,99.75888087468041,False
Sweethearts Holiday,['The Rhyhmic Eight'],2009-10-30,0.7959999999999999,0.423,0.885,0.987,0.126,0.0892,202093,0.7942167381984925,99.75874230047046,False
"Concerto in C Major, RV 443: III. Allegro molto","['Antonio Vivaldi', 'László Kecskeméti', 'Nicolaus Esterhazy Sinfonia']",2002-08-15,0.625,0.261,0.8340000000000001,0.64,0.0526,0.0851,173427,0.79421632607434,99.7586037262605,False
My Father's a Hedger and Ditcher,['Mary-Ann Carolan'],1997-01-01,0.588,0.0182,0.601,0.996,0.396,0.0673,72267,0.794202705164562,99.75846515205056,False
Arrival,['Alle Farben'],2019-06-14,0.551,0.5920000000000001,0.603,0.561,0.0956,0.0921,82613,0.7941953335683027,99.75832657784059,False
If You Die,['Controlling the Famous'],,0.5479999999999999,0.944,0.716,0.000101,0.0335,0.0987,206173,0.7941792721375913,99.75818800363065,False
Dream Machine feat. Sean Hayes,"['Mark Farina', 'Sean Hayes']",2003-11-04,0.897,0.32,0.672,0.113,0.0539,0.0841,375880,0.7941600547960035,99.7580494294207,False
Song for Diana,['Nicole Campbell'],2004-01-01,0.7020000000000001,0.511,0.638,0.408,0.0459,0.0914,197853,0.7941554164524601,99.75791085521074,False
Rakish Paddy,['Con Cassidy'],,0.621,0.3289999999999999,0.975,0.971,0.0622,0.0877,131109,0.7941289022146742,99.75777228100078,False
Walking On The Water,['Jim Suhler'],,0.498,0.706,0.917,0.498,0.027,0.0981,163640,0.7941246976290259,99.75763370679083,False
I Did It,['Masta Ace'],2012-07-17,0.774,0.58,0.363,0.653,0.254,0.0948,204800,0.7941171262518102,99.75749513258087,False
The Pocket Watch,"['Pan Amsterdam', 'thatmanmonkz']",2018-04-27,0.527,0.489,0.439,0.851,0.423,0.0841,75564,0.7941140914974455,99.75735655837093,False
Where I Belong,['Grayson Jenkins'],2017-04-25,0.512,0.752,0.7070000000000001,0.00208,0.0364,0.0891,150333,0.7940939779459742,99.75721798416097,False
Contort Yourself (1st version),['james chance'],2003-02-18,0.8220000000000001,0.929,0.936,0.000544,0.0802,0.0925,375053,0.7940712430480674,99.757079409951,False
"Variations for Orchestra, Op. 31: X. Variation VIII","['Arnold Schoenberg', 'Philharmonia Orchestra', 'Robert Craft']",2006-04-18,0.417,0.3939999999999999,0.78,0.95,0.0677,0.0951,36920,0.7940635138173373,99.75694083574106,False
Feel My Dub,['Special Brew'],2011-02-15,0.7809999999999999,0.34,0.579,0.0622,0.249,0.0658,232693,0.7940560148022706,99.7568022615311,False
Since 98,"['Xavier Wulf', 'Idontknowjeffery']",2020-03-23,0.928,0.41,0.417,0.0222,0.1169999999999999,0.0614,118885,0.7940283690581253,99.75666368732115,False
Let It Burn,['Hellogoodbye'],2018-08-17,0.755,0.657,0.92,0.0716,0.0338,0.0824,272493,0.7940233305729327,99.7565251131112,False
Finale,['Keith Miles'],2006-04-25,0.7020000000000001,0.174,0.4039999999999999,0.0425,0.284,0.0477,35653,0.7940176848754643,99.75638653890124,False
The Good Times,['Brock Berrigan'],2014-01-10,0.855,0.8320000000000001,0.505,0.17,0.123,0.0805,136296,0.7940164865504898,99.7562479646913,False
Casey's Lost,['Tim and Eric'],2008-09-09,0.889,0.591,0.711,0.00161,0.0581,0.0545,44387,0.7939977496156915,99.75610939048134,False
Georgia Springtime,['Roger Hurricane Wilson'],,0.5,0.622,0.813,0.000806,0.0307,0.0951,275573,0.7939498426128954,99.75597081627139,False
The Girl Is Mine,['99 Souls'],2018-12-07,0.677,0.935,0.75,0.00331,0.0372,0.0918,213520,0.7939239170476359,99.75583224206143,False
Turn,['BROOMFILLER'],2006-06-13,0.449,0.85,0.6409999999999999,0.000377,0.0342,0.0936,114973,0.7939057053056121,99.75569366785147,False
Commercial #2 - Chopped & Screwed,['Lil Keke'],1998-06-01,0.792,0.156,0.8909999999999999,0.419,0.92,0.0,25600,0.7939025048387193,99.75555509364152,False
Chi Town,['Jeanette Harris'],2010-07-31,0.7490000000000001,0.685,0.8440000000000001,0.18,0.0555,0.0861,254826,0.7938967664419095,99.75541651943158,False
The Sweetness Lies Within - out take,['Hefner'],2007-11-12,0.475,0.173,0.348,0.0193,0.049,0.0974,277613,0.7938486891982932,99.75527794522161,False
Not Just A Memory,['19th Hole'],1999-01-01,0.6809999999999999,0.4579999999999999,0.952,0.0122,0.0385,0.0714,219987,0.7938242842491983,99.75513937101167,False
Have Yourself a Merry Little Christmas,['Jay.Keyz'],2011-11-11,0.6629999999999999,0.524,0.4,0.281,0.0635,0.0991,224601,0.7938131221157902,99.75500079680171,False
Girls In Bikinis,['Poppy'],2018-10-31,0.8859999999999999,0.893,0.8140000000000001,0.1159999999999999,0.0612,0.0737,145272,0.7938099238083246,99.75486222259175,False
New German Spa,['Barry Phillips and Friends'],,0.57,0.105,0.884,0.962,0.0404,0.0982,241467,0.7937789798983464,99.7547236483818,False
Saman Doye,['Black Brothers'],2011-03-08,0.54,0.703,0.971,0.3379999999999999,0.0366,0.0971,245733,0.7937731080414623,99.75458507417184,False
Белое на белом,['ЩЕНКИ'],2017-02-02,0.655,0.8009999999999999,0.5670000000000001,0.00275,0.0589,0.0951,231000,0.7937376773922894,99.75444649996189,False
Fever - Instrumental,['DONGKIZ'],2019-11-06,0.688,0.715,0.772,0.000344,0.0412,0.0782,160867,0.7937034806052291,99.75430792575195,False
